,Unnamed: 0,CRASH_YEAR,CRASH_SEV,Sex,Age,DUI
175,176,2000,F,Male,25-29,T
176,177,2000,F,Female,35-39,F
177,178,2000,F,Male,20-24,F
178,179,2000,F,Female,15-19,F
179,180,2000,F,Male,15-19,T
180,181,2000,F,Female,45-49,F
181,182,2000,F,Female,25-29,T
182,183,2000,F,Male,25-29,F
183,184,2000,F,Male,20-24,T
184,185,2000,F,Male,25-29,F
185,186,2000,F,Male,50-54,F
186,187,2000,F,Male,15-19,T
187,188,2000,F,Male,20-24,F
188,189,2000,F,Male,80+,F
189,190,2000,F,Male,65-69,F
190,191,2000,F,Male,35-39,F
191,192,2000,F,Female,55-59,F
192,193,2000,F,Female,25-29,F
193,194,2000,F,Male,40-44,F
194,195,2000,F,Female,25-29,F
195,196,2000,F,Female,40-44,F
196,197,2000,F,Male,25-29,F
197,198,2000,F,Male,30-34,F
198,199,2000,F,Male,45-49,F
199,200,2000,F,Male,55-59,F
200,201,2000,F,Male,20-24,F
201,202,2000,F,Female,55-59,F
202,203,2000,M,Male,15-19,F
203,204,2000,M,Male,20-24,T
204,205,2000,S,Female,50-54,T
205,206,2000,M,Male,15-19,F
206,207,2000,M,Female,60-64,F
207,208,2000,M,Male,45-49,F
208,209,2000,M,Female,25-29,F
209,210,2000,M,Female,15-19,F
210,211,2000,M,Male,25-29,F
211,212,2000,M,Female,20-24,F
212,213,2000,M,Male,50-54,F
213,214,2000,M,Female,50-54,F
214,215,2000,M,Male,40-44,F
215,216,2000,M,Female,80+,F
216,217,2000,M,Female,55-59,F
217,218,2000,M,Female,55-59,F
218,219,2000,M,Male,20-24,F
219,220,2000,M,Female,50-54,F
220,221,2000,S,Female,50-54,T
221,222,2000,M,Male,25-29,F
222,223,2000,S,Female,40-44,T
223,224,2000,M,Female,30-34,T
224,225,2000,M,Male,15-19,F
225,226,2000,S,Female,20-24,T
226,227,2000,M,Male,25-29,F
227,228,2000,M,Male,25-29,F
228,229,2000,M,Male,40-44,F
229,230,2000,M,Male,35-39,F
230,231,2000,M,Male,20-24,F
231,232,2000,M,Male,55-59,F
232,233,2000,M,Male,55-59,F
233,234,2000,M,Male,60-64,F
234,235,2000,M,Female,50-54,F
235,236,2000,M,Male,20-24,F
236,237,2000,S,Male,25-29,T
237,238,2000,M,Male,55-59,F
238,239,2000,S,Male,45-49,T
239,240,2000,M,Male,70-74,F
240,241,2000,M,Female,15-19,F
241,242,2000,M,Female,50-54,F
242,243,2000,M,Female,60-64,F
243,244,2000,M,Female,40-44,F
244,245,2000,S,Female,20-24,T
245,246,2000,M,Female,60-64,F
246,247,2000,M,Female,25-29,F
247,248,2000,M,Male,50-54,T
248,249,2000,M,Female,50-54,F
249,250,2000,M,Male,45-49,F
250,251,2000,M,Female,80+,F
251,252,2000,M,Male,35-39,F
252,253,2000,M,Female,15-19,F
253,254,2000,S,Female,40-44,T
254,255,2000,M,Male,20-24,F
255,256,2000,M,Male,30-34,F
256,257,2000,M,Male,20-24,T
257,258,2000,M,Male,30-34,T
258,259,2000,M,Male,25-29,F
259,260,2000,S,Male,35-39,T
260,261,2000,M,Male,20-24,F
261,262,2000,M,Male,40-44,F
262,263,2000,M,Female,15-19,F
263,264,2000,M,Male,40-44,F
264,265,2000,M,Male,75-79,F
265,266,2000,M,Male,80+,F
266,267,2000,M,Female,30-34,T
267,268,2000,M,Female,25-29,F
268,269,2000,M,Male,20-24,T
269,270,2000,M,Female,55-59,F
270,271,2000,M,Male,55-59,F
271,272,2000,M,Male,20-24,F
272,273,2000,M,Male,65-69,F
273,274,2000,M,Male,35-39,F
274,275,2000,M,Female,30-34,F
275,276,2000,M,Male,20-24,F
276,277,2000,M,Male,15-19,F
277,278,2000,M,Female,25-29,F
278,279,2000,M,Female,45-49,F
279,280,2000,M,Female,60-64,F
280,281,2000,S,Male,30-34,T
281,282,2000,M,Male,15-19,F
282,283,2000,M,Male,25-29,F
283,284,2000,M,Male,25-29,F
284,285,2000,M,Female,25-29,F
285,286,2000,M,Female,15-19,F
286,287,2000,M,Female,65-69,F
287,288,2000,M,Female,45-49,F
288,289,2000,M,Male,20-24,F
289,290,2000,S,Male,40-44,T
290,291,2000,M,Male,20-24,F
291,292,2000,M,Male,35-39,F
292,293,2000,M,Male,15-19,F
293,294,2000,M,Female,35-39,F
294,295,2000,M,Female,25-29,F
295,296,2000,M,Female,50-54,F
296,297,2000,S,Male,30-34,T
297,298,2000,M,Female,40-44,F
298,299,2000,M,Male,80+,F
299,300,2000,S,Female,40-44,T
300,301,2000,M,Female,55-59,T
301,302,2000,M,Male,30-34,F
302,303,2000,M,Male,30-34,F
303,304,2000,M,Female,20-24,F
304,305,2000,M,Female,25-29,F
305,306,2000,M,Female,15-19,F
306,307,2000,M,Male,25-29,F
307,308,2000,M,Male,20-24,F
308,309,2000,M,Female,80+,F
309,310,2000,M,Male,40-44,F
310,311,2000,S,Female,35-39,F
311,312,2000,M,Male,50-54,F
312,313,2000,M,Male,60-64,F
313,314,2000,M,Female,45-49,F
314,315,2000,M,Male,35-39,F
315,316,2000,S,Male,25-29,T
316,317,2000,M,Female,65-69,F
317,318,2000,S,Male,30-34,T
318,319,2000,M,Female,15-19,F
319,320,2000,M,Male,55-59,F
320,321,2000,M,Female,60-64,F
321,322,2000,S,Female,70-74,T
322,323,2000,S,Female,20-24,T
323,324,2000,M,Male,60-64,F
324,325,2000,M,Female,40-44,F
325,326,2000,M,Male,15-19,F
326,327,2000,M,Female,35-39,F
327,328,2000,M,Female,80+,F
328,329,2000,M,Female,30-34,F
329,330,2000,M,Male,55-59,F
330,331,2000,S,Male,60-64,F
331,332,2000,M,Male,20-24,F
332,333,2000,M,Male,45-49,F
333,334,2000,M,Male,45-49,F
334,335,2000,M,Female,15-19,F
335,336,2000,S,Male,60-64,F
336,337,2000,M,Female,20-24,F
337,338,2000,M,Male,15-19,F
338,339,2000,M,Female,25-29,F
339,340,2000,M,Male,60-64,F
340,341,2000,M,Female,50-54,F
341,342,2000,S,Male,15-19,T
342,343,2000,M,Female,15-19,F
343,344,2000,M,Male,75-79,F
344,345,2000,M,Female,15-19,F
345,346,2000,M,Male,55-59,F
346,347,2000,M,Male,15-19,F
347,348,2000,M,Female,25-29,F
348,349,2000,M,Male,45-49,F
349,350,2000,M,Female,35-39,F
350,351,2000,M,Male,40-44,F
351,352,2000,M,Female,50-54,F
352,353,2000,M,Male,80+,F
353,354,2000,M,Male,25-29,F
354,355,2000,S,Female,20-24,T
355,356,2000,S,Female,35-39,T
356,357,2000,M,Female,70-74,F
357,358,2000,M,Male,25-29,F
358,359,2000,M,Male,45-49,F
359,360,2000,M,Female,55-59,F
360,361,2000,M,Male,50-54,F
361,362,2000,M,Male,60-64,F
362,363,2000,M,Female,40-44,F
363,364,2000,M,Male,25-29,F
364,365,2000,M,Male,55-59,F
365,366,2000,M,Male,30-34,T
366,367,2000,M,Female,15-19,T
367,368,2000,S,Male,75-79,T
368,369,2000,M,Female,45-49,F
369,370,2000,M,Female,80+,F
370,371,2000,M,Female,55-59,F
371,372,2000,M,Male,40-44,F
372,373,2000,S,Female,40-44,T
373,374,2000,M,Female,15-19,F
374,375,2000,M,Female,25-29,T
375,376,2000,M,Male,45-49,F
376,377,2000,M,Male,30-34,T
377,378,2000,M,Male,20-24,F
378,379,2000,M,Male,15-19,F
379,380,2000,S,Female,30-34,T
380,381,2000,M,Female,35-39,F
381,382,2000,S,Female,70-74,T
382,383,2000,M,Male,45-49,F
383,384,2000,M,Female,35-39,F
384,385,2000,M,Male,40-44,F
385,386,2000,S,Female,65-69,T
386,387,2000,M,Male,45-49,F
387,388,2000,M,Female,35-39,F
388,389,2000,S,Male,40-44,T
389,390,2000,M,Female,25-29,F
390,391,2000,M,Male,15-19,F
391,392,2000,M,Male,50-54,T
392,393,2000,M,Male,15-19,F
393,394,2000,S,Female,45-49,T
394,395,2000,M,Female,25-29,F
395,396,2000,M,Male,60-64,F
396,397,2000,M,Male,30-34,F
397,398,2000,M,Male,45-49,F
398,399,2000,M,Female,55-59,F
399,400,2000,M,Male,40-44,F
400,401,2000,S,Male,45-49,T
401,402,2000,M,Male,40-44,F
402,403,2000,M,Male,60-64,F
403,404,2000,M,Female,40-44,F
404,405,2000,M,Female,25-29,F
405,406,2000,M,Male,35-39,F
406,407,2000,S,Male,40-44,T
407,408,2000,M,Female,20-24,F
408,409,2000,M,Female,30-34,F
409,410,2000,M,Male,45-49,F
410,411,2000,M,Male,25-29,F
411,412,2000,M,Male,50-54,F
412,413,2000,M,Female,55-59,F
413,414,2000,M,Male,15-19,F
414,415,2000,M,Male,55-59,F
415,416,2000,M,Male,20-24,F
416,417,2000,M,Female,15-19,F
417,418,2000,M,Male,80+,F
418,419,2000,M,Male,55-59,F
419,420,2000,M,Male,45-49,F
420,421,2000,M,Female,65-69,F
421,422,2000,S,Female,35-39,T
422,423,2000,M,Male,35-39,F
423,424,2000,S,Female,55-59,F
424,425,2000,M,Male,20-24,F
425,426,2000,M,Male,15-19,F
426,427,2000,M,Male,55-59,F
427,428,2000,M,Male,15-19,F
428,429,2000,M,Male,15-19,F
429,430,2000,M,Male,35-39,T
430,431,2000,M,Female,65-69,F
431,432,2000,M,Female,65-69,F
432,433,2000,M,Male,20-24,F
433,434,2000,S,Male,15-19,T
434,435,2000,S,Male,65-69,F
435,436,2000,M,Female,25-29,F
436,437,2000,M,Female,45-49,F
437,438,2000,M,Female,55-59,F
438,439,2000,M,Female,45-49,F
439,440,2000,M,Male,30-34,F
440,441,2000,M,Male,30-34,F
441,442,2000,M,Male,15-19,F
442,443,2000,S,Female,80+,T
443,444,2000,M,Male,40-44,F
444,445,2000,M,Female,55-59,F
445,446,2000,M,Male,20-24,F
446,447,2000,M,Male,80+,F
447,448,2000,M,Female,30-34,T
448,449,2000,M,Male,20-24,F
449,450,2000,M,Female,25-29,F
450,451,2000,M,Female,20-24,T
451,452,2000,M,Male,45-49,F
452,453,2000,M,Male,40-44,F
453,454,2000,M,Male,40-44,F
454,455,2000,S,Male,20-24,T
455,456,2000,M,Male,60-64,F
456,457,2000,M,Male,20-24,F
457,458,2000,S,Male,20-24,T
458,459,2000,M,Male,45-49,F
459,460,2000,M,Male,55-59,F
460,461,2000,M,Female,35-39,F
461,462,2000,M,Female,55-59,F
462,463,2000,M,Male,25-29,F
463,464,2000,M,Female,40-44,F
464,465,2000,M,Female,15-19,F
465,466,2000,S,Female,45-49,T
466,467,2000,M,Male,45-49,F
467,468,2000,M,Male,20-24,F
468,469,2000,M,Male,15-19,F
469,470,2000,M,Male,20-24,F
470,471,2000,S,Female,80+,F
471,472,2000,M,Male,40-44,F
472,473,2000,M,Male,50-54,F
473,474,2000,M,Male,40-44,F
474,475,2000,S,Male,30-34,T
475,476,2000,M,Male,35-39,F
476,477,2000,S,Male,20-24,T
477,478,2000,M,Male,20-24,F
478,479,2000,S,Female,55-59,T
479,480,2000,M,Male,15-19,F
480,481,2000,M,Male,60-64,F
481,482,2000,M,Male,20-24,F
482,483,2000,S,Male,20-24,T
483,484,2000,M,Female,40-44,F
484,485,2000,M,Male,45-49,F
485,486,2000,M,Male,15-19,F
486,487,2000,S,Male,45-49,T
487,488,2000,M,Female,55-59,F
488,489,2000,M,Male,20-24,T
489,490,2000,M,Female,60-64,F
490,491,2000,M,Male,60-64,F
491,492,2000,M,Female,80+,F
492,493,2000,M,Male,65-69,F
493,494,2000,M,Female,45-49,F
494,495,2000,M,Female,30-34,F
495,496,2000,M,Male,15-19,T
496,497,2000,M,Male,20-24,F
497,498,2000,M,Female,80+,F
498,499,2000,M,Female,30-34,F
499,500,2000,M,Male,20-24,F
500,501,2000,M,Female,65-69,F
501,502,2000,M,Male,60-64,F
502,503,2000,M,Male,40-44,F
503,504,2000,M,Male,20-24,F
504,505,2000,M,Male,25-29,F
505,506,2000,M,Female,25-29,F
506,507,2000,M,Female,25-29,F
507,508,2000,M,Male,15-19,T
508,509,2000,M,Male,25-29,T
509,510,2000,M,Male,25-29,F
510,511,2000,M,Male,15-19,F
511,512,2000,S,Female,80+,F
512,513,2000,M,Male,20-24,F
513,514,2000,M,Male,40-44,F
514,515,2000,M,Female,20-24,T
515,516,2000,M,Male,60-64,F
516,517,2000,M,Female,35-39,F
517,518,2000,M,Male,35-39,F
518,519,2000,M,Male,25-29,F
519,520,2000,M,Male,60-64,F
520,521,2000,M,Female,30-34,F
521,522,2000,M,Male,60-64,F
522,523,2000,M,Male,25-29,T
523,524,2000,M,Male,25-29,F
524,525,2000,M,Male,55-59,F
525,526,2000,M,Male,40-44,F
526,527,2000,M,Male,20-24,F
527,528,2000,S,Male,50-54,F
528,529,2000,M,Male,45-49,F
529,530,2000,M,Female,65-69,F
530,531,2000,S,Male,25-29,F
531,532,2000,M,Female,40-44,F
532,533,2000,M,Male,75-79,F
533,534,2000,M,Female,50-54,F
534,535,2000,M,Female,55-59,F
535,536,2000,S,Female,80+,F
536,537,2000,M,Female,15-19,F
537,538,2000,S,Female,80+,T
538,539,2000,S,Male,60-64,T
539,540,2000,M,Male,15-19,T
540,541,2000,M,Male,45-49,F
541,542,2000,M,Male,15-19,F
542,543,2000,M,Female,30-34,T
543,544,2000,M,Female,35-39,F
544,545,2000,M,Male,35-39,F
545,546,2000,M,Female,20-24,F
546,547,2000,M,Female,35-39,F
547,548,2000,M,Male,25-29,F
548,549,2000,M,Male,65-69,F
549,550,2000,M,Male,30-34,F
550,551,2000,M,Male,35-39,F
551,552,2000,M,Female,30-34,T
552,553,2000,M,Female,65-69,F
553,554,2000,M,Female,75-79,F
554,555,2000,M,Male,35-39,F
555,556,2000,M,Male,25-29,F
556,557,2000,M,Female,40-44,F
557,558,2000,M,Male,45-49,T
558,559,2000,M,Female,25-29,F
559,560,2000,M,Female,20-24,F
560,561,2000,M,Female,15-19,T
561,562,2000,M,Female,15-19,F
562,563,2000,M,Male,25-29,T
563,564,2000,M,Male,40-44,F
564,565,2000,S,Male,15-19,T
565,566,2000,M,Male,20-24,F
566,567,2000,M,Male,75-79,T
567,568,2000,M,Female,60-64,F
568,569,2000,M,Male,15-19,F
569,570,2000,M,Male,40-44,F
570,571,2000,M,Female,60-64,F
571,572,2000,M,Female,65-69,F
572,573,2000,M,Male,35-39,F
573,574,2000,S,Male,25-29,F
574,575,2000,M,Female,15-19,F
575,576,2000,M,Male,20-24,F
576,577,2000,S,Male,50-54,T
577,578,2000,M,Male,30-34,F
578,579,2000,M,Female,40-44,F
579,580,2000,M,Male,45-49,F
580,581,2000,S,Female,45-49,T
581,582,2000,M,Male,30-34,F
582,583,2000,M,Female,60-64,F
583,584,2000,M,Male,25-29,F
584,585,2000,S,Female,45-49,T
585,586,2000,M,Female,20-24,F
586,587,2000,S,Female,15-19,T
587,588,2000,M,Male,20-24,T
588,589,2000,M,Female,15-19,F
589,590,2000,S,Male,35-39,T
590,591,2000,M,Female,20-24,F
591,592,2000,S,Female,35-39,T
592,593,2000,S,Male,75-79,F
593,594,2000,M,Male,20-24,F
594,595,2000,M,Male,40-44,F
595,596,2000,S,Male,60-64,T
596,597,2000,M,Male,20-24,F
597,598,2000,M,Male,70-74,F
598,599,2000,S,Male,20-24,F
599,600,2000,M,Male,80+,F
600,601,2000,M,Female,15-19,F
601,602,2000,M,Female,55-59,F
602,603,2000,S,Male,35-39,T
603,604,2000,M,Female,50-54,F
604,605,2000,M,Female,15-19,F
605,606,2000,M,Female,55-59,F
606,607,2000,M,Female,40-44,F
607,608,2000,M,Male,45-49,F
608,609,2000,S,Female,30-34,T
609,610,2000,M,Female,15-19,T
610,611,2000,M,Male,60-64,F
611,612,2000,M,Male,35-39,F
612,613,2000,M,Male,20-24,T
613,614,2000,S,Female,25-29,F
614,615,2000,M,Male,55-59,F
615,616,2000,M,Male,35-39,F
616,617,2000,M,Male,50-54,F
617,618,2000,M,Male,35-39,T
618,619,2000,M,Female,40-44,F
619,620,2000,M,Female,55-59,F
620,621,2000,M,Male,15-19,F
621,622,2000,M,Female,20-24,F
622,623,2000,S,Male,20-24,T
623,624,2000,M,Female,15-19,F
624,625,2000,M,Female,80+,F
625,626,2000,S,Female,80+,T
626,627,2000,M,Male,50-54,F
627,628,2000,M,Male,20-24,F
628,629,2000,M,Female,15-19,F
629,630,2000,M,Female,25-29,F
630,631,2000,M,Male,25-29,F
631,632,2000,M,Female,20-24,F
632,633,2000,S,Female,70-74,T
633,634,2000,M,Female,60-64,F
634,635,2000,M,Male,35-39,T
635,636,2000,S,Female,25-29,T
636,637,2000,S,Female,55-59,T
637,638,2000,M,Male,15-19,F
638,639,2000,M,Female,50-54,F
639,640,2000,M,Male,60-64,F
640,641,2000,S,Male,20-24,T
641,642,2000,M,Male,20-24,F
642,643,2000,M,Male,15-19,F
643,644,2000,M,Male,50-54,F
644,645,2000,S,Male,20-24,F
645,646,2000,M,Male,40-44,F
646,647,2000,M,Female,50-54,F
647,648,2000,M,Male,40-44,F
648,649,2000,M,Female,50-54,F
649,650,2000,S,Male,75-79,T
650,651,2000,M,Male,45-49,F
651,652,2000,M,Male,80+,F
652,653,2000,M,Male,40-44,F
653,654,2000,M,Female,50-54,F
654,655,2000,M,Male,20-24,F
655,656,2000,M,Female,15-19,F
656,657,2000,M,Male,45-49,F
657,658,2000,M,Male,20-24,F
658,659,2000,M,Male,15-19,T
659,660,2000,M,Female,35-39,F
660,661,2000,S,Female,80+,F
661,662,2000,M,Male,30-34,F
662,663,2000,M,Male,20-24,F
663,664,2000,M,Female,25-29,F
664,665,2000,S,Male,20-24,T
665,666,2000,M,Male,35-39,F
666,667,2000,S,Female,55-59,T
667,668,2000,M,Male,75-79,F
668,669,2000,M,Female,15-19,F
669,670,2000,S,Male,80+,F
670,671,2000,S,Female,20-24,T
671,672,2000,M,Male,55-59,F
672,673,2000,M,Male,20-24,F
673,674,2000,M,Female,30-34,F
674,675,2000,M,Female,25-29,F
675,676,2000,M,Female,80+,F
676,677,2000,M,Male,55-59,F
677,678,2000,S,Female,60-64,F
678,679,2000,M,Male,15-19,F
679,680,2000,M,Male,55-59,F
680,681,2000,M,Female,75-79,F
681,682,2000,M,Male,70-74,F
682,683,2000,M,Female,25-29,F
683,684,2000,M,Female,45-49,F
684,685,2000,M,Male,40-44,F
685,686,2000,M,Female,25-29,F
686,687,2000,M,Male,50-54,F
687,688,2000,M,Female,50-54,F
688,689,2000,M,Male,35-39,T
689,690,2000,M,Female,50-54,F
690,691,2000,M,Male,60-64,T
691,692,2000,M,Female,55-59,F
692,693,2000,M,Male,30-34,F
693,694,2000,M,Male,20-24,T
694,695,2000,M,Female,50-54,F
695,696,2000,S,Male,65-69,F
696,697,2000,S,Female,65-69,F
697,698,2000,M,Male,20-24,F
698,699,2000,S,Male,25-29,T
699,700,2000,M,Male,20-24,F
700,701,2000,S,Male,40-44,F
701,702,2000,M,Male,60-64,F
702,703,2000,S,Male,50-54,F
703,704,2000,M,Male,15-19,F
704,705,2000,M,Female,60-64,F
705,706,2000,M,Male,35-39,F
706,707,2000,S,Male,15-19,T
707,708,2000,M,Female,55-59,F
708,709,2000,M,Female,70-74,F
709,710,2000,S,Female,25-29,T
710,711,2000,M,Male,15-19,F
711,712,2000,M,Male,20-24,F
712,713,2000,M,Male,25-29,F
713,714,2000,M,Male,70-74,F
714,715,2000,M,Female,15-19,F
715,716,2000,M,Male,30-34,T
716,717,2000,M,Female,80+,F
717,718,2000,S,Female,50-54,T
718,719,2000,M,Male,20-24,F
719,720,2000,M,Male,15-19,F
720,721,2000,S,Male,25-29,T
721,722,2000,M,Female,15-19,F
722,723,2000,M,Female,25-29,F
723,724,2000,S,Male,35-39,T
724,725,2000,M,Male,40-44,F
725,726,2000,S,Male,45-49,T
726,727,2000,M,Male,75-79,F
727,728,2000,S,Female,75-79,T
728,729,2000,M,Male,30-34,F
729,730,2000,M,Female,75-79,F
730,731,2000,M,Male,15-19,F
731,732,2000,M,Male,15-19,F
732,733,2000,M,Female,55-59,F
733,734,2000,M,Male,45-49,F
734,735,2000,S,Female,25-29,F
735,736,2000,M,Female,55-59,F
736,737,2000,M,Male,65-69,F
737,738,2000,S,Male,40-44,T
738,739,2000,M,Male,20-24,F
739,740,2000,M,Male,55-59,F
740,741,2000,S,Male,40-44,F
741,742,2000,M,Male,70-74,F
742,743,2000,M,Male,35-39,F
743,744,2000,S,Female,20-24,T
744,745,2000,S,Male,35-39,T
745,746,2000,M,Male,25-29,F
746,747,2000,S,Male,45-49,T
747,748,2000,M,Female,40-44,F
748,749,2000,S,Male,55-59,F
749,750,2000,M,Male,20-24,T
750,751,2000,M,Female,20-24,F
751,752,2000,M,Male,25-29,F
752,753,2000,M,Female,40-44,F
753,754,2000,M,Female,30-34,T
754,755,2000,M,Male,15-19,F
755,756,2000,M,Female,30-34,F
756,757,2000,S,Female,35-39,T
757,758,2000,M,Female,30-34,F
758,759,2000,M,Male,40-44,F
759,760,2000,M,Female,40-44,F
760,761,2000,M,Male,20-24,T
761,762,2000,M,Female,70-74,F
762,763,2000,M,Male,25-29,F
763,764,2000,M,Male,40-44,F
764,765,2000,M,Male,30-34,F
765,766,2000,M,Female,65-69,F
766,767,2000,M,Male,55-59,F
767,768,2000,S,Female,30-34,T
768,769,2000,M,Female,20-24,F
769,770,2000,M,Female,35-39,F
770,771,2000,M,Female,20-24,F
771,772,2000,M,Female,15-19,F
772,773,2000,M,Male,50-54,F
773,774,2000,M,Female,80+,F
774,775,2000,M,Male,45-49,F
